925,Asyut International Airport,medium airport,27.050818,31.016309,228,Africa,Egypt,Asyut
926,Borj El Arab International Airport,medium airport,30.93249,29.696437,52,Africa,Egypt,Alexandria
927,Abu Simbel Airport,medium airport,22.367657,31.609962,187,Africa,Egypt,Abu Simbel
928,Cairo International Airport,large airport,30.111534,31.396694,98,Africa,Egypt,Cairo
929,Hurghada International Airport,large airport,27.176776,33.796692,10,Africa,Egypt,Hurghada
930,Luxor International Airport,medium airport,25.674629,32.700012,84,Africa,Egypt,Luxor
931,Marsa Alam International Airport,medium airport,25.555548,34.59245,65,Africa,Egypt,Marsa Alam
932,Marsa Matruh International Airport,medium airport,31.338225,27.217577,23,Africa,Egypt,Marsa Matruh
933,Suhaj Mubarak International Airport,medium airport,26.339115,31.737624,98,Africa,Egypt,Suhaj
934,Sharm El Sheikh International Airport,large airport,27.977272,34.394717,58,Africa,Egypt,Sharm El Sheikh
935,Aswan International Airport,medium airport,23.968137,32.824445,198,Africa,Egypt,Aswan
936,Siwa Oasis North Airport,small airport,29.346234,25.505624,88,Africa,Egypt,Siwa Oasis
937,Sphinx International Airport,medium airport,30.108078,30.889252,147,Africa,Egypt,Al Jiza
938,Taba International Airport,medium airport,29.594496,34.775752,739,Asia,Egypt,Taba
939,Asmara International Airport,medium airport,15.29189968,38.91070175,2335,Africa,Eritrea,Asmara
940,Massawa International Airport,medium airport,15.67000008,39.37009811,59,Africa,Eritrea,Massawa
941,Assab International Airport,medium airport,13.07180023,42.64500046,14,Africa,Eritrea,Asab
942,Huai'an Lianshui International Airport,medium airport,33.790833,119.125,9,Asia,China,Huai'an
943,Shilavo Airport,small airport,6.077545,44.763736,395,Africa,Ethiopia,Shilavo
944,Juba International Airport,large airport,4.87201,31.601101,461,Africa,South Sudan,Juba
945,Amboseli Airport,medium airport,-2.645050049,37.25310135,1145,Africa,Kenya,Amboseli National Park
946,Healy Lake Airport,small airport,63.9958,-144.6926,360,North America,United States of America (the),Healy Lake
947,Eldoret International Airport,medium airport,0.404457986,35.23889923,2116,Africa,Kenya,Eldoret
948,Jomo Kenyatta International Airport,large airport,-1.319239974,36.92779922,1625,Africa,Kenya,Nairobi
949,Kisumu Airport,medium airport,-0.086139001,34.72890091,1138,Africa,Kenya,Kisumu
950,Lokichoggio Airport,medium airport,4.204120159,34.34820175,632,Africa,Kenya,Lokichoggio
951,Manda Airport,medium airport,-2.252431,40.912892,6,Africa,Kenya,Lamu
952,Mulika Lodge Airport,small airport,0.165083,38.195141,610,Africa,Kenya,Meru-Kinna
953,Malindi Airport,medium airport,-3.229310036,40.10169983,24,Africa,Kenya,Malindi
954,Moi International Airport,large airport,-4.03483,39.5942,61,Africa,Kenya,Mombasa
955,Mara Serena Lodge Airstrip,medium airport,-1.406111,35.008057,1585,Africa,Kenya,Masai Mara
956,Nakuru Airport,small airport,-0.298067,36.159302,1900,Africa,Kenya,Nakuru
957,Nairobi Wilson Airport,medium airport,-1.321720004,36.81480026,1687,Africa,Kenya,Nairobi
958,Nanyuki Airport,medium airport,-0.062399,37.041008,1905,Africa,Kenya,Nanyuki
959,Wajir Airport,medium airport,1.73324,40.091599,235,Africa,Kenya,Wajir
960,Sirt International Airport / Ghardabiya Airbase,medium airport,31.063499,16.594999,81,Africa,Libya,Sirt
961,Ghat Airport,medium airport,25.14559937,10.14260006,700,Africa,Libya,Ghat
962,Kufra Airport,medium airport,24.17869949,23.31399918,417,Africa,Libya,Kufra
963,Benina International Airport,medium airport,32.096802,20.269501,132,Africa,Libya,Benina
964,Mitiga International Airport,large airport,32.89177,13.287878,11,Africa,Libya,Tripoli
965,Al Abraq International Airport,medium airport,32.7887,21.9643,657,Africa,Libya,Al Albraq
966,Sabha Airport,medium airport,26.992452,14.466162,435,Africa,Libya,Sabha
967,Ghadames East Airport,medium airport,30.15169907,9.715310097,342,Africa,Libya,Ghadames
968,Tobruk International Airport,small airport,31.861,23.907,158,Africa,Libya,Adam
969,Kigali International Airport,large airport,-1.96863,30.1395,1481,Africa,Rwanda,Kigali
970,Kamembe Airport,medium airport,-2.462239981,28.90789986,1583,Africa,Rwanda,Kamembe
971,Atbara Airport,small airport,17.71034431,34.05701828,360,Africa,Sudan (the),Atbara
972,Dongola Airport,medium airport,19.15390015,30.43009949,235,Africa,Sudan (the),Dongola
973,El Fasher Airport,medium airport,13.61489964,25.32460022,729,Africa,Sudan (the),El Fasher
974,Kassala Airport,medium airport,15.38749981,36.3288002,509,Africa,Sudan (the),Kassala
975,Rumbek Airport,small airport,6.831074,29.669073,420,Africa,South Sudan,Rumbek
976,Nyala Airport,medium airport,12.0535,24.9562,642,Africa,Sudan (the),Nyala
977,El-Obeid Airport,medium airport,13.1532,30.2327,587,Africa,Sudan (the),El-Obeid
978,Port Sudan New International Airport,medium airport,19.43359947,37.23410034,41,Africa,Sudan (the),Port Sudan
979,Khartoum International Airport,large airport,15.5895,32.5532,386,Africa,Sudan (the),Khartoum
980,Malakal Airport,medium airport,9.55897,31.652201,393,Africa,South Sudan,Malakal
981,Wadi Halfa Airport,small airport,21.802698,31.521578,284,Africa,Sudan (the),Wadi Halfa
982,Wau Airport,medium airport,7.72583,27.975,466,Africa,South Sudan,Wau
983,Arusha Airport,medium airport,-3.367789984,36.63330078,1387,Africa,"Tanzania, United Republic of",Arusha
984,Bukoba Airport,small airport,-1.332,31.8212,1153,Africa,"Tanzania, United Republic of",Bukoba
985,Julius Nyerere International Airport,large airport,-6.87811,39.202599,55,Africa,"Tanzania, United Republic of",Dar es Salaam
986,Dodoma Airport,medium airport,-6.17044,35.752602,1120,Africa,"Tanzania, United Republic of",Dodoma
987,Songwe Airport,medium airport,-8.919942,33.273981,1345,Africa,"Tanzania, United Republic of",Mbeya
988,Kigoma Airport,small airport,-4.8862,29.6709,823,Africa,"Tanzania, United Republic of",Kigoma
989,Kilimanjaro International Airport,medium airport,-3.42941,37.074501,894,Africa,"Tanzania, United Republic of",Arusha
990,Lindi Airport,small airport,-9.851005,39.75911,30,Africa,"Tanzania, United Republic of",Lindi
991,Mtwara Airport,medium airport,-10.336204,40.181997,113,Africa,"Tanzania, United Republic of",Mtwara
992,Musoma Airport,small airport,-1.503,33.8021,1160,Africa,"Tanzania, United Republic of",Musoma
993,Mwanza Airport,medium airport,-2.444489956,32.93270111,1147,Africa,"Tanzania, United Republic of",Mwanza
994,Shinyanga Airport,small airport,-3.6093,33.5035,1158,Africa,"Tanzania, United Republic of",Shinyanga
995,Tabora Airport,small airport,-5.07638979,32.83330154,1179,Africa,"Tanzania, United Republic of",Tabora
996,Tanga Airport,medium airport,-5.09236,39.071201,39,Africa,"Tanzania, United Republic of",Tanga
997,Abeid Amani Karume International Airport,large airport,-6.22202,39.224899,16,Africa,"Tanzania, United Republic of",Zanzibar
998,Arua Airport,medium airport,3.049152,30.911714,1204,Africa,Uganda,Arua
999,Entebbe International Airport,large airport,0.042386,32.443501,1153,Africa,Uganda,Kampala
1000,Gulu Airport,medium airport,2.805560112,32.27180099,1070,Africa,Uganda,Gulu
1001,Soroti Airport,medium airport,1.727689981,33.62279892,1127,Africa,Uganda,Soroti
1002,Hollis Clark Bay Seaplane Base,seaplane base,55.48160172,-132.6459961,0,North America,United States of America (the),Hollis
1003,Okpahik Airstrip,small airport,-4.697855,140.770547,1920,Asia,Indonesia,Okpahik
1004,Notohadinegoro Airport,small airport,-8.242494,113.693476,86,Asia,Indonesia,Jember
1005,Banyuwangi International Airport,small airport,-8.31015,114.3401,34,Asia,Indonesia,Banyuwangi
1006,Lasondre Airport,small airport,-0.01924,98.30097,9,Asia,Indonesia,Pulau-Pulau Batu
1007,Letkol Wisnu Airstrip,small airport,-8.140555556,114.6166667,20,Asia,Indonesia,Pemuteran
1008,Diphikin Airstrip,small airport,-4.725525,140.792284,1697,Asia,Indonesia,Binsari
1009,Iwur Airstrip,small airport,-5.139139,140.717638,250,Asia,Indonesia,Iwur
1010,Kiwi Airstrip,small airport,-4.697841,140.722425,1603,Asia,Indonesia,Kiwi
1011,Long Rungan,small airport,3.5994,115.8418,878,Asia,Indonesia,Long Rungan
1012,Oklip Airstrip,small airport,-4.762095,140.780554,1920,Asia,Indonesia,Oklip
1013,Okyap Airstrip,small airport,-4.743448,140.848267,1332,Asia,Indonesia,Okyap
1014,Sape Airstrip,small airport,-4.7655,140.5054,2099,Asia,Indonesia,Sape
1015,Syekh Hamzah Fansyuri Airport,small airport,2.2695,97.9666,5,Asia,Indonesia,Singkil
1016,Sumtamon Airstrip,small airport,-4.8083,140.1715,1414,Asia,Indonesia,Sumtamon
1017,Yapil Airstrip,small airport,-4.540447,140.565691,1362,Asia,Indonesia,Yapil
1018,Bawean - Harun Thohir Airport,small airport,-5.723628,112.678889,28,Asia,Indonesia,Bawean
1019,Awimbon Airstrip,small airport,-5.165884,140.381568,150,Asia,Indonesia,Awimbon
1020,Kubibkop Airport,small airport,-4.79436,140.69447,2277,Asia,Indonesia,Kubibkop
1021,Molding Airstrip,small airport,-4.891004,140.74213,1250,Asia,Indonesia,Pegunungan Bintang
1022,Tarup Airstrip,small airport,-5.097671,140.821627,610,Asia,Indonesia,Tarup
1023,Tinibil Airstrip,small airport,-4.824475,140.87378,1646,Asia,Indonesia,Pegunungan Bintang
1024,Okbab Airstrip,small airport,-4.586015,140.499844,1829,Asia,Indonesia,Okbab
1025,Alemson Airstrip,small airport,-4.816571,140.222819,1585,Asia,Indonesia,Alemson
1026,Kotyobakon Airstrip,small airport,-4.638376,140.654907,1554,Asia,Indonesia,Pegunungan Bintang Regency
1027,Mipol Airstrip,small airport,-4.605771,140.634806,1463,Asia,Indonesia,Pegunungan Bintang Regency
1028,Binban Airstrip,small airport,-4.585309,140.533962,1585,Asia,Indonesia,Binban
1029,Kaklup Airstrip,small airport,-4.620771,140.531688,1981,Asia,Indonesia,Kaklup
1030,Maksum Airstrip,small airport,-4.58066,140.515995,1676,Asia,Indonesia,Pegunungan Bintang Regency
1031,Pedam Airstrip,small airport,-4.539485,140.462018,1951,Asia,Indonesia,Pegunungan Bintang Regency
1032,Dumpasik Airstrip,small airport,-4.455194,140.508871,1280,Asia,Indonesia,Dumpasik
1033,Bordamban Airport,small airport,-4.439924,140.484527,914,Asia,Indonesia,Bordamban
1034,Kirimu Airstrip,small airport,-4.464786,140.393016,1951,Asia,Indonesia,Pegunungan Bintang Regency
1035,Hangmata Airstrip,small airport,-4.49226,140.657322,1006,Asia,Indonesia,Hangmata
1036,Sangia Nibandera Airport,medium airport,-4.338158,121.524047,12,Asia,Indonesia,Kolaka
1037,Departi Parbo Airport,small airport,-2.093,101.4683,792,Asia,Indonesia,Sungai Penuh
1038,Tumbang Samba Airport,small airport,-1.4694,113.0833,49,Asia,Indonesia,Tumbang Samba-Borneo Island
1039,Bilogai-Sugapa Airport,medium airport,-3.739503,137.031183,2240,Asia,Indonesia,Sugapa
1040,Pakyong Airport,small airport,27.2313,88.587196,1399,Asia,India,Pakyong
1041,Baramati Airport,small airport,18.226944,74.590833,603,Asia,India,Pune
1042,Faizabad Airport,small airport,26.7511282,82.1543651,107,Asia,India,Faizabad
1043,Deoghar Airport,small airport,24.446842,86.704955,110,Asia,India,Deoghar
1044,Mopa International Airport,medium airport,15.744257,73.860625,168,Asia,India,Mopa
1045,Jagdalpur Airport,small airport,19.074301,82.036797,555,Asia,India,Jagdalpur
1046,Jalgaon Airport,small airport,20.962678,75.627492,249,Asia,India,Jalgaon
1047,New Ishigaki Airport,medium airport,24.396389,124.245,31,Asia,Japan,Ishigaki
1048,Jiagedaqi Airport,medium airport,50.371389,124.1175,367,Asia,China,Jiagedaqi
1049,Jinchang Jinchuan Airport,small airport,38.542222,102.348333,1445,Asia,China,Jinchang
1050,Jos Orno Imsula Airport,small airport,-8.140402,127.908758,13,Asia,Indonesia,Tiakur
1051,Qianjiang Wulingshan Airport,medium airport,29.51333333,108.8311111,632,Asia,China,Qianjiang
1052,Jericoacoara - Comandante Ariston Pessoa Regional Airport,medium airport,-2.906425,-40.357338,27,South and Central America,Brazil,Cruz
1053,West 30th St. Heliport,heliport,40.754501,-74.007103,2,North America,United States of America (the),New York
1054,Chizhou Jiuhuashan Airport,small airport,30.7403,117.6856,18,Asia,China,Chizhou
1055,Lehigh Valley International Airport,medium airport,40.651773,-75.442797,120,North America,United States of America (the),Allentown
1056,Abilene Regional Airport,medium airport,32.41130066,-99.68190002,546,North America,United States of America (the),Abilene
1057,Albuquerque International Sunport,medium airport,35.040199,-106.609001,1632,North America,United States of America (the),Albuquerque
1058,Aberdeen Regional Airport,medium airport,45.44910049,-98.42179871,397,North America,United States of America (the),Aberdeen
1059,Southwest Georgia Regional Airport,medium airport,31.532946,-84.196215,60,North America,United States of America (the),Albany
1060,Nantucket Memorial Airport,medium airport,41.25310135,-70.06020355,14,North America,United States of America (the),Nantucket
1061,Waco Regional Airport,medium airport,31.61129951,-97.23049927,157,North America,United States of America (the),Waco
1062,California Redwood Coast-Humboldt County Airport,medium airport,40.978101,-124.109,67,North America,United States of America (the),Arcata/Eureka
1063,Atlantic City International Airport,medium airport,39.45759964,-74.57720184,23,North America,United States of America (the),Atlantic City
1064,Alexandria International Airport,medium airport,31.3274,-92.549797,27,North America,United States of America (the),Alexandria
1065,Augusta Regional At Bush Field,medium airport,33.3699,-81.9645,44,North America,United States of America (the),Augusta
1066,Athens Ben Epps Airport,medium airport,33.94860077,-83.32630157,246,North America,United States of America (the),Athens
1067,Albany International Airport,medium airport,42.74829865,-73.80169678,87,North America,United States of America (the),Albany
1068,Waterloo Regional Airport,medium airport,42.55709839,-92.40029907,266,North America,United States of America (the),Waterloo
1069,San Luis Valley Regional Airport/Bergman Field,medium airport,37.434898,-105.866997,2298,North America,United States of America (the),Alamosa
1070,Walla Walla Regional Airport,medium airport,46.09489822,-118.288002,364,North America,United States of America (the),Walla Walla
1071,Rick Husband Amarillo International Airport,medium airport,35.219398,-101.706001,1099,North America,United States of America (the),Amarillo
1072,Altoona Blair County Airport,medium airport,40.296398,-78.32,458,North America,United States of America (the),Altoona
1073,Alpena County Regional Airport,medium airport,45.0780983,-83.56030273,210,North America,United States of America (the),Alpena
1074,Watertown International Airport,medium airport,43.991901,-76.021698,99,North America,United States of America (the),Watertown
1075,Aspen-Pitkin County Airport (Sardy Field),medium airport,39.223202,-106.869003,2384,North America,United States of America (the),Aspen
1076,Hartsfield Jackson Atlanta International Airport,large airport,33.6367,-84.428101,313,North America,United States of America (the),Atlanta
1077,Appleton International Airport,small airport,44.258099,-88.519096,280,North America,United States of America (the),Appleton
1078,Watertown Regional Airport,medium airport,44.91400146,-97.15470123,533,North America,United States of America (the),Watertown
1079,Augusta State Airport,medium airport,44.3205986,-69.79730225,107,North America,United States of America (the),Augusta
1080,Austin Bergstrom International Airport,large airport,30.197535,-97.662015,165,North America,United States of America (the),Austin
1081,Asheville Regional Airport,medium airport,35.436199,-82.541801,660,North America,United States of America (the),Asheville
1082,Wilkes Barre Scranton International Airport,medium airport,41.33850098,-75.7233963,293,North America,United States of America (the),Wilkes-Barre/Scranton
1083,Kalamazoo Battle Creek International Airport,medium airport,42.23490143,-85.55210114,266,North America,United States of America (the),Kalamazoo
1084,Branson Airport,small airport,36.532082,-93.200544,397,North America,United States of America (the),Branson
1085,Bradley International Airport,medium airport,41.93851,-72.688066,53,North America,United States of America (the),Hartford
1086,Igor I Sikorsky Memorial Airport,medium airport,41.16350174,-73.12619781,3,North America,United States of America (the),Bridgeport
1087,Laurence G Hanscom Field,medium airport,42.470001,-71.289001,41,North America,United States of America (the),Bedford
1088,Bradford Regional Airport,medium airport,41.80310059,-78.64009857,653,North America,United States of America (the),Bradford
1089,Western Neb. Rgnl/William B. Heilig Airport,medium airport,41.87400055,-103.5960007,1209,North America,United States of America (the),Scottsbluff
1090,Boeing Field King County International Airport,medium airport,47.529999,-122.302002,6,North America,United States of America (the),Seattle
1091,Meadows Field,medium airport,35.433601,-119.056999,155,North America,United States of America (the),Bakersfield
1092,Greater Binghamton/Edwin A Link field,medium airport,42.20869827,-75.97979736,499,North America,United States of America (the),Binghamton
1093,Bangor International Airport,medium airport,44.8074,-68.828102,59,North America,United States of America (the),Bangor
1094,Hancock County-Bar Harbor Airport,medium airport,44.45000076,-68.3615036,25,North America,United States of America (the),Bar Harbor
1095,Birmingham-Shuttlesworth International Airport,medium airport,33.562901,-86.753502,198,North America,United States of America (the),Birmingham
1096,Block Island State Airport,small airport,41.16809845,-71.57779694,33,North America,United States of America (the),Block Island
1097,Beatrice Municipal Airport,small airport,40.30130005,-96.75409698,404,North America,United States of America (the),Beatrice
1098,Billings Logan International Airport,medium airport,45.807701,-108.542999,1113,North America,United States of America (the),Billings
1099,Bismarck Municipal Airport,medium airport,46.77270126,-100.7460022,506,North America,United States of America (the),Bismarck
1100,Rocky Mountain Metropolitan Airport,medium airport,39.908798,-105.116997,1729,North America,United States of America (the),Denver
1101,Raleigh County Memorial Airport,medium airport,37.78730011,-81.12419891,763,North America,United States of America (the),Beckley
1102,Mercer County Airport,medium airport,37.295799,-81.207703,871,North America,United States of America (the),Bluefield
1103,Bellingham International Airport,medium airport,48.7928009,-122.538002,52,North America,United States of America (the),Bellingham
1104,Scott AFB/Midamerica Airport,medium airport,38.5452,-89.835197,140,North America,United States of America (the),Belleville
1105,Central Illinois Regional Airport at Bloomington-Normal,medium airport,40.4771,-88.915901,265,North America,United States of America (the),Bloomington/Normal
1106,Nashville International Airport,large airport,36.12450027,-86.67819977,183,North America,United States of America (the),Nashville
1107,Boise Air Terminal/Gowen Field,medium airport,43.5644,-116.223,875,North America,United States of America (the),Boise
1108,Logan International Airport,large airport,42.3643,-71.005203,6,North America,United States of America (the),Boston
1109,Jack Brooks Regional Airport,medium airport,29.9508,-94.020699,5,North America,United States of America (the),Beaumont/Port Arthur
1110,Brunswick Golden Isles Airport,medium airport,31.25880051,-81.46649933,8,North America,United States of America (the),Brunswick
1111,Brainerd Lakes Regional Airport,medium airport,46.402861,-94.129727,376,North America,United States of America (the),Brainerd
1112,Southeast Iowa Regional Airport,medium airport,40.78319931,-91.12550354,213,North America,United States of America (the),Burlington
1113,Brownsville South Padre Island International Airport,medium airport,25.90679932,-97.42590332,7,North America,United States of America (the),Brownsville
1114,Bert Mooney Airport,medium airport,45.95479965,-112.4970016,1692,North America,United States of America (the),Butte
1115,Baton Rouge Metropolitan Airport,medium airport,30.533199,-91.149597,21,North America,United States of America (the),Baton Rouge
1116,Burlington International Airport,medium airport,44.471901,-73.153297,102,North America,United States of America (the),South Burlington
1117,Buffalo Niagara International Airport,large airport,42.94049835,-78.73220062,222,North America,United States of America (the),Buffalo
1118,Bob Hope Airport,medium airport,34.197703,-118.356378,237,North America,United States of America (the),Burbank
1119,Baltimore/Washington International Thurgood Marshall Airport,large airport,39.1754,-76.668297,45,North America,United States of America (the),Baltimore
1120,Gallatin Field,medium airport,45.77750015,-111.1529999,1363,North America,United States of America (the),Bozeman
1121,Columbia Metropolitan Airport,medium airport,33.938801,-81.119499,72,North America,United States of America (the),Columbia
1122,Akron Canton Regional Airport,medium airport,40.91609955,-81.44219971,374,North America,United States of America (the),Akron
1123,Cedar City Regional Airport,medium airport,37.70100021,-113.098999,1714,North America,United States of America (the),Cedar City
1124,Jack Mc Namara Field Airport,medium airport,41.78020096,-124.2369995,19,North America,United States of America (the),Crescent City
1125,Cape Girardeau Regional Airport,medium airport,37.2253,-89.570801,104,North America,United States of America (the),Cape Girardeau
1126,Chattanooga Metropolitan Airport (Lovell Field),medium airport,35.035301,-85.203796,208,North America,United States of America (the),Chattanooga
1127,Charlottesville Albemarle Airport,medium airport,38.1385994,-78.45290375,195,North America,United States of America (the),Charlottesville
1128,Charleston International Airport,medium airport,32.898602,-80.040497,14,North America,United States of America (the),Charleston
1129,The Eastern Iowa Airport,medium airport,41.884701,-91.7108,265,North America,United States of America (the),Cedar Rapids
1130,Chippewa County International Airport,medium airport,46.25080109,-84.47239685,244,North America,United States of America (the),Sault Ste Marie
1131,North Central West Virginia Airport,medium airport,39.2966,-80.228104,371,North America,United States of America (the),Bridgeport
1132,Cleveland Hopkins International Airport,large airport,41.4117012,-81.84980011,241,North America,United States of America (the),Cleveland
1133,Easterwood Field,medium airport,30.58860016,-96.36380005,98,North America,United States of America (the),College Station
1134,William R Fairchild International Airport,medium airport,48.12020111,-123.5,89,North America,United States of America (the),Port Angeles
1135,Charlotte Douglas International Airport,large airport,35.2140007,-80.94309998,228,North America,United States of America (the),Charlotte
1136,John Glenn Columbus International Airport,large airport,39.998001,-82.891899,248,North America,United States of America (the),Columbus
1137,University of Illinois Willard Airport,medium airport,40.039819,-88.276249,230,North America,United States of America (the),Savoy
1138,Houghton County Memorial Airport,medium airport,47.16839981,-88.4890976,334,North America,United States of America (the),Hancock
1139,Cavern City Air Terminal,medium airport,32.33750153,-104.2630005,1004,North America,United States of America (the),Carlsbad
1140,Canyonlands Regional Airport,small airport,38.755001,-109.754997,1389,North America,United States of America (the),Moab
1141,Yellowstone Regional Airport,medium airport,44.520199,-109.024002,1555,North America,United States of America (the),Cody
1142,City of Colorado Springs Municipal Airport,medium airport,38.805801,-104.700996,1886,North America,United States of America (the),Colorado Springs
1143,Columbia Regional Airport,medium airport,38.8181,-92.219597,271,North America,United States of America (the),Columbia
1144,Casper-Natrona County International Airport,medium airport,42.908001,-106.463997,1631,North America,United States of America (the),Casper
1145,Corpus Christi International Airport,medium airport,27.770399,-97.501198,13,North America,United States of America (the),Corpus Christi
1146,Yeager Airport,medium airport,38.3731,-81.593201,299,North America,United States of America (the),Charleston
1147,Columbus Metropolitan Airport,medium airport,32.5163002,-84.93890381,121,North America,United States of America (the),Columbus
1148,Cincinnati Northern Kentucky International Airport,large airport,39.048801,-84.667801,273,North America,United States of America (the),Cincinnati / Covington
1149,Cheyenne Regional Jerry Olson Field,medium airport,41.155701,-104.811997,1877,North America,United States of America (the),Cheyenne
1150,Daytona Beach International Airport,medium airport,29.179899,-81.058098,10,North America,United States of America (the),Daytona Beach
1151,Dallas Love Field,medium airport,32.847099,-96.851799,148,North America,United States of America (the),Dallas
1152,James M Cox Dayton International Airport,medium airport,39.902401,-84.219398,308,North America,United States of America (the),Dayton
1153,Dubuque Regional Airport,medium airport,42.402,-90.709503,328,North America,United States of America (the),Dubuque
1154,Ronald Reagan Washington National Airport,large airport,38.8521,-77.037697,5,North America,United States of America (the),Washington
1155,Dodge City Regional Airport,medium airport,37.76340103,-99.96559906,791,North America,United States of America (the),Dodge City
1156,Decatur Airport,medium airport,39.83459854,-88.86569977,208,North America,United States of America (the),Decatur
1157,Denver International Airport,large airport,39.86169815,-104.6729965,1655,North America,United States of America (the),Denver
1158,Dallas Fort Worth International Airport,large airport,32.896801,-97.038002,185,North America,United States of America (the),Dallas-Fort Worth
1159,Dothan Regional Airport,medium airport,31.32130051,-85.44960022,122,North America,United States of America (the),Dothan
1160,Duluth International Airport,medium airport,46.842098,-92.193604,435,North America,United States of America (the),Duluth
1161,Durango La Plata County Airport,small airport,37.151501,-107.753998,2038,North America,United States of America (the),Durango
1162,Des Moines International Airport,medium airport,41.534,-93.663101,292,North America,United States of America (the),Des Moines
1163,Destin Executive Airport,small airport,30.400101,-86.471497,7,North America,United States of America (the),Destin
1164,Detroit Metropolitan Wayne County Airport,large airport,42.21239853,-83.35340118,197,North America,United States of America (the),Detroit
1165,DuBois Regional Airport,medium airport,41.17829895,-78.8986969,554,North America,United States of America (the),Dubois
1166,Devils Lake Regional Airport,small airport,48.114201,-98.908798,444,North America,United States of America (the),Devils Lake
1167,Polgolla Reservoir Seaplane Base,seaplane base,7.3251,80.6422,449,Asia,Sri Lanka,Kandy
1168,Kearney Regional Airport,medium airport,40.727001,-99.006798,650,North America,United States of America (the),Kearney
1169,Chippewa Valley Regional Airport,medium airport,44.86579895,-91.48429871,278,North America,United States of America (the),Eau Claire
1170,Northwest Florida Beaches International Airport,medium airport,30.357106,-85.795414,21,North America,United States of America (the),Panama City Beach
1171,Eagle County Regional Airport,medium airport,39.64260101,-106.9179993,1996,North America,United States of America (the),Eagle
1172,Elko Regional Airport,medium airport,40.82490158,-115.7919998,1567,North America,United States of America (the),Elko
1173,South Arkansas Regional Airport at Goodwin Field,medium airport,33.221001,-92.813301,84,North America,United States of America (the),El Dorado
1174,Elmira Corning Regional Airport,medium airport,42.15990067,-76.89160156,291,North America,United States of America (the),Elmira/Corning
1175,El Paso International Airport,medium airport,31.80719948,-106.3779984,1207,North America,United States of America (the),El Paso
1176,Erie International Tom Ridge Field,medium airport,42.083127,-80.173867,223,North America,United States of America (the),Erie
1177,Mahlon Sweet Field,medium airport,44.12459946,-123.211998,114,North America,United States of America (the),Eugene
1178,Evansville Regional Airport,medium airport,38.03699875,-87.53240204,127,North America,United States of America (the),Evansville
1179,New Bedford Regional Airport,medium airport,41.67610168,-70.95690155,24,North America,United States of America (the),New Bedford
1180,Coastal Carolina Regional Airport,medium airport,35.07300186,-77.04290009,5,North America,United States of America (the),New Bern
1181,Newark Liberty International Airport,large airport,40.692501,-74.168701,5,North America,United States of America (the),Newark
1182,Key West International Airport,medium airport,24.556101,-81.759598,1,North America,United States of America (the),Key West
1183,Hector International Airport,medium airport,46.92070007,-96.81580353,275,North America,United States of America (the),Fargo
1184,Fresno Yosemite International Airport,medium airport,36.776199,-119.718002,102,North America,United States of America (the),Fresno
1185,Fayetteville Regional Airport - Grannis Field,medium airport,34.991199,-78.880302,58,North America,United States of America (the),Fayetteville
1186,Friday Harbor Airport,small airport,48.52199936,-123.0240021,34,North America,United States of America (the),Friday Harbor
1187,Sierra Vista Municipal Airport / Libby Army Air Field,medium airport,31.587383,-110.348225,1438,North America,United States of America (the),Fort Huachuca / Sierra Vista
1188,Flagstaff Pulliam International Airport,medium airport,35.1385,-111.670998,2138,North America,United States of America (the),Flagstaff
1189,Fort Lauderdale Hollywood International Airport,large airport,26.072599,-80.152702,3,North America,United States of America (the),Fort Lauderdale
1190,Florence Regional Airport,medium airport,34.1853981,-79.72389984,45,North America,United States of America (the),Florence
1191,Bishop International Airport,medium airport,42.9654007,-83.74359894,238,North America,United States of America (the),Flint
1192,Fort Dodge Regional Airport,medium airport,42.55149841,-94.19259644,352,North America,United States of America (the),Fort Dodge
1193,Sioux Falls Regional Airport / Joe Foss Field,medium airport,43.585463,-96.741152,436,North America,United States of America (the),Sioux Falls
1194,Fort Smith Regional Airport,medium airport,35.336601,-94.367401,143,North America,United States of America (the),Fort Smith
1195,Fort Wayne International Airport,medium airport,40.9785,-85.195099,248,North America,United States of America (the),Fort Wayne
1196,Jalal-Abad Airport,medium airport,40.944401,72.977798,790,Asia,Kyrgyzstan,Jalal-Abad
1197,Naryn Airport,small airport,41.44150162,76.13059998,2133,Asia,Kyrgyzstan,Naryn
1198,Talas Airport,small airport,42.50590134,72.26309967,1266,Asia,Kyrgyzstan,Talas
1199,Tamga Airport,small airport,42.15309906,77.56390381,1724,Asia,Kyrgyzstan,Tamga
1200,Tokmok Airport,small airport,42.82889938,75.33599854,844,Asia,Kyrgyzstan,Tokmok
1201,Kerben Airport,small airport,41.48450089,71.73370361,1280,Asia,Kyrgyzstan,Kerben
1202,Kyzyl-Kiya Airport,small airport,40.27170181,72.04709625,892,Asia,Kyrgyzstan,Kyzyl-Kiya
1203,Northeast Wyoming Regional Airport,medium airport,44.3489,-105.539001,1330,North America,United States of America (the),Gillette
1204,Garden City Regional Airport,medium airport,37.92750168,-100.723999,881,North America,United States of America (the),Garden City
1205,Grand Canyon National Park Airport,medium airport,35.9524,-112.147003,2014,North America,United States of America (the),Grand Canyon - Tusayan
1206,Spokane International Airport,medium airport,47.6199,-117.533997,724,North America,United States of America (the),Spokane
1207,Grand Forks International Airport,medium airport,47.949299,-97.176102,258,North America,United States of America (the),Grand Forks
